idx,stages,latency,critσ,combHits,dspHits,baseE,rawE,warE,wawE,flagWR,flagWAW,finalE
1495,2,2,1.0,1,0,1,0,0,0,0,0,1
1496,2,2,1.0,1,0,1,0,0,0,0,0,1
1497,3,3,0.9428090415820634,1,0,2,0,0,0,0,1,3
1498,2,2,1.0,1,0,1,0,0,0,0,0,1
1499,2,2,1.0,1,0,1,0,0,0,0,0,1
1500,2,2,1.0,1,0,1,0,0,0,0,0,1
1501,2,2,1.0,1,0,1,0,0,0,0,0,1
1502,2,2,1.0,1,0,1,0,0,0,0,0,1
1503,3,3,0.9428090415820634,1,0,2,0,0,0,0,1,3
1504,3,3,0.9428090415820634,1,0,2,0,0,0,0,1,3
1505,3,3,0.9428090415820634,1,0,2,0,0,0,0,1,3
1506,2,2,1.0,1,0,1,0,0,0,0,0,1
1507,2,2,1.0,1,0,1,0,0,0,0,0,1
1508,2,2,1.0,1,0,1,0,0,0,0,0,1
1509,5,5,0.8,3,0,5,2,0,0,0,1,8
1510,2,2,1.0,1,0,1,0,0,0,0,0,1
1511,2,2,1.0,1,0,1,0,0,0,0,0,1
1512,2,2,1.0,1,0,1,0,0,0,0,0,1
1513,2,2,1.0,1,0,1,0,0,0,0,0,1
1514,2,2,0.5,1,0,2,1,0,0,0,0,3
1515,3,3,0.4714045207910317,1,0,3,1,1,0,0,0,5
1516,3,3,0.4714045207910317,1,0,3,1,0,0,0,0,4
1517,4,4,0.8660254037844386,2,0,3,0,0,3,0,0,6
1518,3,3,0.9428090415820634,1,0,2,0,0,0,0,0,2
1519,3,3,0.9428090415820634,1,0,2,0,0,0,0,0,2
1520,3,3,0.9428090415820634,1,0,2,0,0,0,0,0,2
1521,3,3,0.9428090415820634,1,0,2,0,0,0,0,0,2
1522,3,3,0.4714045207910317,1,0,3,1,1,1,0,0,6
1523,3,3,0.4714045207910317,1,0,3,1,1,0,0,0,5
1524,1,1,0.0,0,0,1,0,0,0,0,0,1
1525,2,2,1.0,1,0,1,0,0,0,0,0,1
1526,2,2,1.0,1,0,1,0,0,0,0,0,1
1527,3,3,0.0,2,0,4,1,0,0,0,1,6
1528,2,2,1.0,1,0,1,0,0,0,0,0,1
1529,2,2,1.0,1,0,1,0,0,0,0,0,1
1530,2,2,1.0,1,0,1,0,0,0,0,0,1
1531,2,2,1.0,1,0,1,0,0,0,0,0,1
1532,2,2,1.0,1,0,1,0,0,0,0,0,1
1533,2,2,0.5,1,0,2,0,0,0,0,0,2
1534,2,2,0.0,1,0,1,0,0,0,0,0,1
1535,3,3,0.0,2,0,4,1,0,0,1,0,6
1536,5,5,0.8,3,0,5,2,2,1,0,1,11
1537,3,3,0.4714045207910317,2,0,6,0,1,1,0,1,8
1538,2,2,0.0,1,0,6,1,0,1,1,1,10
1539,5,5,0.8,4,0,6,0,0,0,0,0,6
1540,2,2,0.5,0,1,1,0,0,0,0,0,1
1541,2,2,1.0,1,0,1,0,0,0,0,0,1
1542,2,2,1.0,1,0,1,0,0,0,0,0,1
1543,1,1,0.0,0,0,1,0,0,0,0,0,1
1544,6,6,0.9428090415820634,4,0,11,6,3,1,1,6,27
1545,1,1,0.0,0,0,1,0,0,0,0,0,1
1546,3,3,0.816496580927726,1,1,2,0,0,0,0,0,2
1547,1,1,0.0,0,0,1,0,0,0,0,0,1
1548,4,4,0.4330127018922193,2,0,4,3,0,0,0,0,7
1549,4,4,0.8660254037844386,3,0,3,1,0,0,0,0,4
1550,2,2,1.0,1,0,3,1,0,1,0,1,6
1551,3,3,0.9428090415820634,2,0,2,0,0,0,0,0,2
1552,2,2,0.5,1,0,2,0,0,0,0,0,2
1553,3,3,0.0,2,0,4,0,0,0,0,0,4
1554,2,2,0.0,1,0,1,0,0,0,0,0,1
1555,4,4,0.82915619758885,1,1,3,0,1,0,0,0,4
1556,3,3,0.4714045207910317,2,0,5,2,1,0,0,0,8
1557,2,2,0.5,1,0,4,2,0,0,0,3,9
1558,2,2,1.5,1,1,1,0,0,0,0,0,1
1559,2,2,0.5,1,0,2,1,0,0,0,0,3
1560,1,1,0.0,0,0,1,0,0,0,0,0,1
1561,3,3,0.9428090415820634,2,0,4,2,1,0,0,2,9
1562,5,5,0.4,3,0,6,1,0,0,0,5,12
1563,2,2,1.0,1,0,1,0,0,0,0,0,1
1564,2,2,1.0,1,0,1,0,0,0,0,0,1
1565,1,1,0.0,0,0,1,0,0,0,0,0,1
1566,1,1,0.0,0,0,1,0,0,0,0,0,1
1567,6,6,0.37267799624996495,5,0,8,10,2,1,0,2,23
1568,3,3,0.9428090415820634,2,0,3,0,0,0,0,0,3
1569,3,3,0.0,2,0,6,4,0,0,0,6,16
1570,3,3,0.4714045207910317,2,0,3,0,0,0,0,0,3
1571,3,3,0.0,2,0,5,1,0,1,0,0,7
1572,2,2,1.0,1,0,1,0,0,0,0,0,1
1573,2,2,1.0,1,0,3,2,0,0,0,1,6
1574,2,2,1.0,1,0,1,0,0,0,0,0,1
1575,7,7,0.7284313590846836,5,0,11,12,7,2,0,6,38
1576,2,2,1.0,1,0,1,0,0,0,0,0,1
1577,2,2,1.0,1,0,1,0,0,0,0,0,1
1578,1,1,0.0,0,0,2,0,0,0,0,0,2
1579,2,2,1.0,1,0,1,0,0,0,0,0,1
1580,2,2,1.0,1,0,1,0,0,0,0,0,1
1581,1,1,0.0,0,0,1,0,0,0,0,0,1
1582,2,2,0.0,1,0,1,0,0,0,0,0,1
1583,1,1,0.0,0,0,1,0,0,0,0,0,1
1584,2,2,1.0,1,0,1,0,0,0,0,0,1
1585,3,3,0.4714045207910317,2,0,3,2,0,0,0,0,5
1586,1,1,0.0,0,0,1,0,0,0,0,0,1
1587,2,2,1.0,1,0,2,0,0,0,0,0,1
1588,3,3,0.0,2,0,2,1,0,0,0,0,3
1589,2,2,1.0,0,0,1,0,0,0,0,0,1
1590,2,2,0.5,1,0,5,1,0,1,0,1,8
1591,3,3,0.0,2,0,6,4,0,0,0,6,16
1592,2,2,1.0,1,0,1,0,0,0,0,0,1
1593,3,3,0.9428090415820634,2,0,2,0,0,0,0,0,2
1594,2,2,1.0,1,0,1,0,0,0,0,0,1
1595,3,3,0.0,2,0,4,1,0,0,1,0,6
1596,1,1,0.0,0,0,1,0,0,0,0,0,1
1597,4,4,0.4330127018922193,2,0,4,3,0,0,0,0,7
1598,5,5,0.0,4,0,10,3,0,0,0,4,17
1599,1,1,0.0,0,0,1,0,0,0,0,0,1
1600,2,2,1.0,1,0,1,0,0,0,0,0,1
1601,1,1,0.0,0,0,1,0,0,0,0,0,1
1602,6,6,0.7453559924999299,5,0,11,6,5,2,0,3,27
1603,2,2,0.5,1,0,2,1,0,0,0,0,3
1604,2,2,1.0,1,0,1,0,0,0,0,0,1
1605,2,2,0.0,1,0,4,0,0,0,0,1,4
1606,3,3,0.9428090415820634,2,0,8,2,1,0,0,6,17
1607,5,5,0.4898979485566356,3,0,9,2,1,0,0,3,15
1608,2,2,1.0,1,0,1,0,0,0,0,0,1
1609,1,1,0.0,0,0,2,0,0,0,0,0,2
1610,13,13,0.5756395979652218,11,0,17,14,2,2,0,29,64
1611,2,2,0.5,0,0,2,0,0,0,0,0,2
1612,2,2,1.0,1,0,1,0,0,0,0,0,1
1613,1,1,0.0,0,0,1,0,0,0,0,0,1
1614,10,10,0.6633249580710799,7,0,17,17,14,4,2,6,60
1615,2,2,1.0,1,0,1,0,0,0,0,0,1
1616,2,2,1.0,1,0,1,0,0,0,0,0,1
1617,2,2,1.0,1,0,1,0,0,0,0,0,1
1618,1,1,0.0,0,0,3,0,0,0,0,0,3
1619,2,2,1.0,1,0,1,0,0,0,0,0,1
1620,2,2,1.0,1,0,1,0,0,0,0,0,1
1621,10,10,0.6633249580710799,7,0,17,17,14,4,2,6,60
1622,2,2,1.0,1,0,1,0,0,0,0,0,1
1623,2,2,1.0,1,0,1,0,0,0,0,0,1
1624,2,2,0.5,0,1,1,0,0,0,0,0,1
1625,5,5,0.8,3,0,5,2,2,1,0,1,11
1626,3,3,0.4714045207910317,2,0,6,0,1,1,0,1,8
1627,2,2,0.0,1,0,6,1,0,1,1,1,10
1628,5,5,0.8,4,0,6,0,0,0,0,0,6
1629,2,2,0.0,1,0,4,0,0,0,0,1,4
1630,2,2,1.0,1,0,1,0,0,0,0,0,1
1631,2,2,1.0,1,0,1,0,0,0,0,0,1
1632,1,1,0.0,0,0,3,0,0,0,0,0,3
1633,2,2,0.0,1,0,1,0,0,0,0,0,1
1634,2,2,1.0,1,0,1,0,0,0,0,0,1
1635,2,2,1.0,1,0,1,0,0,0,0,0,1
1636,1,1,0.0,0,0,2,0,0,0,0,0,2
1637,6,6,0.9428090415820634,4,0,11,6,3,1,1,6,27
1638,1,1,0.0,0,0,1,0,0,0,0,0,1
1639,3,3,0.816496580927726,1,1,2,0,0,0,0,0,2
1640,1,1,0.0,0,0,1,0,0,0,0,0,1
1641,4,4,0.4330127018922193,2,0,4,3,0,0,0,0,7
1642,1,1,0.0,0,0,2,0,0,0,0,0,2
1643,2,2,0.5,0,0,2,0,0,0,0,0,2
1644,1,1,0.0,0,0,1,0,0,0,0,0,1
1645,3,3,0.0,2,0,4,2,0,0,0,0,6
1646,1,1,0.0,0,0,1,0,0,0,0,0,1
1647,4,4,0.82915619758885,2,0,4,1,0,0,0,0,5
1648,2,2,1.0,1,0,1,0,0,0,0,0,1
1649,2,2,1.0,1,0,1,0,0,0,0,0,1
1650,1,1,0.0,0,0,1,0,0,0,0,0,1
1651,3,3,0.0,2,0,4,1,0,0,1,0,6
1652,2,2,0.5,1,0,2,0,0,0,0,0,2
1653,3,3,0.0,2,0,4,0,0,0,0,0,4
1654,2,2,0.0,1,0,1,0,0,0,0,0,1
1655,4,4,0.82915619758885,1,1,3,0,1,0,0,0,4
1656,3,3,0.4714045207910317,2,0,5,2,1,0,0,0,8
1657,3,3,0.4714045207910317,2,0,3,1,0,0,0,0,4
1658,3,3,0.9428090415820634,2,0,2,1,0,0,0,0,3
1659,4,4,0.8660254037844386,3,0,4,0,0,0,0,0,4
1660,1,1,0.0,0,0,1,0,0,0,0,0,1
1661,1,1,0.0,0,0,1,0,0,0,0,0,1
1662,2,2,1.0,1,0,1,0,0,0,0,0,1
1663,2,2,0.5,1,0,5,1,0,1,0,1,8
1664,1,1,0.0,0,0,1,0,0,0,0,0,1
1665,3,3,0.0,2,0,2,1,0,0,0,0,3
1666,2,2,0.0,1,0,1,0,0,0,0,0,1
1667,3,3,0.9428090415820634,2,0,2,0,0,0,0,0,2
1668,2,2,1.0,1,0,1,0,0,0,0,0,1
1669,2,2,0.0,1,0,4,0,0,0,0,1,4
1670,1,1,0.0,0,0,2,0,0,0,0,0,2
1671,2,2,0.5,0,0,2,0,0,0,0,0,2
1672,2,2,1.0,1,0,1,0,0,0,0,0,1
1673,2,2,1.0,0,0,1,0,0,0,0,0,1
1674,1,1,0.0,0,0,1,0,0,0,0,0,1
1675,3,3,0.9428090415820634,2,0,2,0,0,0,0,0,2
1676,3,3,0.0,2,0,4,1,0,0,1,0,6
1677,1,1,0.0,0,0,1,0,0,0,0,0,1
1678,4,4,0.4330127018922193,2,0,4,3,0,0,0,0,7
1679,3,3,0.9428090415820634,2,0,3,0,0,0,0,0,3
1680,1,1,0.0,0,0,1,0,0,0,0,0,1
1681,2,2,1.0,1,0,1,0,0,0,0,0,1
1682,2,2,0.5,1,0,2,1,0,0,0,0,3
1683,5,5,0.0,4,0,10,3,0,0,0,4,17
1684,6,6,0.7453559924999299,5,0,11,6,5,2,0,3,27
1685,1,1,0.0,0,0,1,0,0,0,0,0,1
1686,1,1,0.0,0,0,1,0,0,0,0,0,1
1687,13,13,0.5756395979652218,11,0,17,14,2,2,0,29,64
1688,1,1,0.0,0,0,1,0,0,0,0,0,1
1689,2,2,1.0,1,0,1,0,0,0,0,0,1
1690,5,5,0.4898979485566356,3,0,9,2,1,0,0,3,15
1691,2,2,1.0,1,0,1,0,0,0,0,0,1
1692,3,3,0.4714045207910317,2,0,3,0,0,0,0,0,3
1693,3,3,0.0,2,0,5,1,0,1,0,0,7
1694,2,2,1.0,1,0,1,0,0,0,0,0,1
1695,2,2,1.0,1,0,3,2,0,0,0,1,6
1696,2,2,1.0,1,0,1,0,0,0,0,0,1
1697,7,7,0.7284313590846836,5,0,11,12,7,2,0,6,38
1698,2,2,0.0,1,0,1,0,0,0,0,0,1
1699,2,2,0.5,0,0,2,0,0,0,0,0,2
1700,3,3,0.0,2,0,6,4,0,0,0,6,16
1701,2,2,1.0,1,0,1,0,0,0,0,0,1
1702,5,5,0.8,3,0,5,2,2,1,0,1,11
1703,3,3,0.4714045207910317,2,0,6,0,1,1,0,1,8
1704,2,2,0.0,1,0,6,1,0,1,1,1,10
1705,5,5,0.8,4,0,6,0,0,0,0,0,6
1706,10,10,0.6633249580710799,7,0,17,17,14,4,2,6,60
1707,2,2,1.0,1,0,1,0,0,0,0,0,1
1708,2,2,1.0,1,0,1,0,0,0,0,0,1
1709,2,2,1.0,1,0,1,0,0,0,0,0,1
1710,2,2,0.5,0,1,1,0,0,0,0,0,1
1711,1,1,0.0,0,0,3,0,0,0,0,0,3
1712,1,1,0.0,0,0,2,0,0,0,0,0,2
1713,1,1,0.0,0,0,1,0,0,0,0,0,1
1714,2,2,1.0,1,0,1,0,0,0,0,0,1
1715,2,2,1.0,1,0,1,0,0,0,0,0,1
1716,2,2,1.0,1,0,1,0,0,0,0,0,1
1717,2,2,1.0,1,0,1,0,0,0,0,0,1
1718,6,6,0.9428090415820634,4,0,11,6,3,1,1,6,27
1719,1,1,0.0,0,0,1,0,0,0,0,0,1
1720,3,3,0.816496580927726,1,1,2,0,0,0,0,0,2
1721,1,1,0.0,0,0,1,0,0,0,0,0,1
1722,4,4,0.4330127018922193,2,0,4,3,0,0,0,0,7
1723,2,2,1.0,1,0,1,0,0,0,0,0,1
1724,1,1,0.0,0,0,1,0,0,0,0,0,1
1725,3,3,0.0,2,0,4,2,0,0,0,0,6
1726,1,1,0.0,0,0,1,0,0,0,0,0,1
1727,4,4,0.82915619758885,2,0,4,1,0,0,0,0,5
1728,2,2,1.0,1,0,1,0,0,0,0,0,1
1729,4,4,0.8660254037844386,3,0,3,1,0,0,0,0,4
1730,2,2,1.0,1,0,3,1,0,1,0,1,6
1731,2,2,0.5,1,0,2,0,0,0,0,0,2
1732,3,3,0.0,2,0,4,0,0,0,0,0,4
1733,2,2,0.0,1,0,1,0,0,0,0,0,1
1734,4,4,0.82915619758885,1,1,3,0,1,0,0,0,4
1735,3,3,0.4714045207910317,2,0,5,2,1,0,0,0,8
1736,3,3,0.0,2,0,4,1,0,0,1,0,6
1737,3,3,0.4714045207910317,2,0,3,1,0,0,0,0,4
1738,3,3,0.9428090415820634,2,0,2,1,0,0,0,0,3
1739,4,4,0.8660254037844386,3,0,4,0,0,0,0,0,4
1740,1,1,0.0,0,0,1,0,0,0,0,0,1
1741,3,3,0.0,2,0,4,1,0,0,0,1,6
1742,1,1,0.0,0,0,1,0,0,0,0,0,1
1743,2,2,0.5,1,0,4,2,0,0,0,3,9
1744,2,2,1.5,1,1,1,0,0,0,0,0,1
1745,2,2,0.5,1,0,2,1,0,0,0,0,3
1746,2,2,1.0,0,0,1,0,0,0,0,0,1
1747,2,2,0.5,1,0,5,1,0,1,0,1,8
1748,1,1,0.0,0,0,1,0,0,0,0,0,1
1749,3,3,0.0,2,0,2,1,0,0,0,0,3
1750,3,3,0.9428090415820634,2,0,2,0,0,0,0,0,2
1751,3,3,0.0,2,0,4,1,0,0,1,0,6
1752,1,1,0.0,0,0,1,0,0,0,0,0,1
1753,2,2,1.0,1,0,1,0,0,0,0,0,1
1754,2,2,0.0,1,0,4,0,0,0,0,1,4
1755,1,1,0.0,0,0,2,0,0,0,0,0,2
1756,2,2,0.5,0,0,2,0,0,0,0,0,2
1757,3,3,0.9428090415820634,2,0,3,0,0,0,0,0,3
1758,4,4,0.4330127018922193,2,0,4,3,0,0,0,0,7
1759,1,1,0.0,0,0,1,0,0,0,0,0,1
1760,1,1,0.0,0,0,1,0,0,0,0,0,1
1761,1,1,0.0,0,0,1,0,0,0,0,0,1
1762,1,1,0.0,0,0,1,0,0,0,0,0,1
1763,2,2,1.0,1,0,1,0,0,0,0,0,1
1764,5,5,0.0,4,0,10,3,0,0,0,4,17
1765,3,3,0.9428090415820634,2,0,2,0,0,0,0,0,2
1766,6,6,0.7453559924999299,5,0,11,6,5,2,0,3,27
1767,2,2,1.0,1,0,1,0,0,0,0,0,1
1768,5,5,0.4898979485566356,3,0,9,2,1,0,0,3,15
1769,2,2,1.0,1,0,1,0,0,0,0,0,1
1770,2,2,0.5,1,0,2,1,0,0,0,0,3
1771,3,3,0.9428090415820634,2,0,8,2,1,0,0,6,17
1772,3,3,0.4714045207910317,2,0,3,0,0,0,0,0,3
1773,2,2,0.0,1,0,4,0,0,0,0,1,4
1774,1,1,0.0,0,0,1,0,0,0,0,0,1
1775,3,3,0.9428090415820634,2,0,4,2,1,0,0,2,9
1776,5,5,0.4,3,0,6,1,0,0,0,5,12
1777,1,1,0.0,0,0,2,0,0,0,0,0,2
1778,13,13,0.5756395979652218,11,0,17,14,2,2,0,29,64
1779,1,1,0.0,0,0,1,0,0,0,0,0,1
1780,2,2,1.0,1,0,1,0,0,0,0,0,1
1781,2,2,1.0,1,0,1,0,0,0,0,0,1
1782,2,2,0.0,1,0,1,0,0,0,0,0,1
1783,4,4,0.8660254037844386,2,0,3,0,1,0,0,0,4
1784,2,2,1.0,1,0,1,0,0,0,0,0,1
1785,3,3,0.9428090415820634,2,0,3,0,0,0,0,0,3
1786,2,2,0.0,1,0,1,0,0,0,0,0,1
1787,2,2,1.0,1,0,1,0,0,0,0,0,1
1788,1,1,0.0,0,0,1,0,0,0,0,0,1
1789,1,1,0.0,0,0,1,0,0,0,0,0,1
1790,2,2,1.0,1,0,1,0,0,0,0,0,1
1791,2,2,0.0,1,0,1,0,0,0,0,0,1
1792,3,3,0.0,2,0,6,2,1,0,0,2,11
1793,2,2,1.0,1,0,1,0,0,0,0,0,1
1794,5,5,0.4,3,1,5,1,0,1,0,0,7
1795,2,2,1.0,1,0,1,0,0,0,0,0,1
1796,1,1,0.0,0,0,1,0,0,0,0,0,1
1797,2,2,0.0,1,0,1,0,0,0,0,0,1
1798,1,1,0.0,0,0,1,0,0,0,0,0,1
1799,2,2,1.0,1,0,2,0,0,0,0,0,1
1800,1,1,0.0,0,0,1,0,0,0,0,0,1
1801,2,2,1.0,1,0,1,0,0,0,0,0,1
1802,2,2,1.0,1,0,1,0,0,0,0,0,1
1803,2,2,0.5,1,0,2,0,0,1,0,0,3
1804,1,1,0.0,0,0,1,0,0,0,0,0,1
1805,4,4,0.4330127018922193,3,0,6,5,0,5,3,2,21
1806,2,2,1.0,1,0,2,0,0,0,0,0,1
1807,3,3,0.0,2,0,4,3,0,0,1,0,8
1808,2,2,1.0,1,0,1,0,0,0,0,0,1
1809,2,2,1.0,1,0,1,0,0,0,0,0,1
1810,3,3,0.9428090415820634,2,0,2,1,0,0,0,0,3
1811,1,1,0.0,0,0,1,0,0,0,0,0,1
1812,2,2,0.0,1,0,3,1,0,1,1,0,6
1813,3,3,0.9428090415820634,2,0,5,1,0,1,0,0,7
1814,11,11,0.899954085146515,5,0,12,20,12,6,0,0,50
1815,2,2,0.5,1,0,2,0,0,0,0,0,2
1816,1,1,0.0,0,0,1,0,0,0,0,0,1
1817,2,2,1.0,1,0,1,0,0,0,0,0,1
1818,2,2,1.0,1,0,1,0,0,0,0,0,1
1819,1,1,0.0,0,0,1,0,0,0,0,0,1
1820,2,2,1.0,1,0,1,0,0,0,0,0,1
1821,5,5,0.9797958971132712,3,0,4,1,1,1,0,0,7
1822,2,2,1.0,1,0,1,0,0,0,0,0,1
1823,2,2,1.0,1,0,1,0,0,0,0,0,1
1824,2,2,1.0,1,0,1,0,0,0,0,0,1
1825,1,1,0.0,0,0,2,0,0,0,0,1,3
1826,1,1,0.0,0,0,1,0,0,0,0,0,1
1827,1,1,0.0,0,0,2,0,0,0,0,1,3
1828,2,2,1.0,1,0,1,0,0,0,0,0,1
1829,3,3,0.9428090415820634,2,0,3,0,0,0,0,0,3
1830,2,2,0.5,1,0,2,1,0,0,0,0,3
1831,2,2,1.0,1,0,1,0,0,0,0,0,1
1832,2,2,0.0,1,0,3,1,0,0,0,0,4
1833,1,1,0.0,0,0,2,0,0,0,0,0,2
1834,2,2,1.0,1,0,1,0,0,0,0,0,1
1835,2,2,1.0,1,0,2,0,0,0,0,0,1
1836,1,1,0.0,0,0,1,0,0,0,0,0,1
1837,2,2,1.0,1,0,1,0,0,0,0,0,1
1838,5,5,0.9797958971132712,3,0,4,1,1,1,0,0,7
1839,2,2,1.0,1,0,1,0,0,0,0,0,1
