bench,src,pc,latency
500.perlbench_r/1,1/super_hot_regions:0,0x5ebda5d65ea5,16
500.perlbench_r/1,1/super_hot_regions:0,0x5ebda5d65eaa,0

500.perlbench_r/1,1/super_hot_regions:104,0x5ebda5d668d8,16
500.perlbench_r/1,1/super_hot_regions:104,0x5ebda5d668df,0
500.perlbench_r/1,1/super_hot_regions:104,0x5ebda5d668e3,0

500.perlbench_r/1,1/super_hot_regions:105,0x5ebda5d696cc,16
500.perlbench_r/1,1/super_hot_regions:105,0x5ebda5d696d0,0

500.perlbench_r/1,1/super_hot_regions:108,0x5ebda5d68ff5,8
500.perlbench_r/1,1/super_hot_regions:108,0x5ebda5d69012,0

500.perlbench_r/1,1/super_hot_regions:11,0x5ebda5d75e7e,8
500.perlbench_r/1,1/super_hot_regions:11,0x5ebda5d75e80,0

500.perlbench_r/1,1/super_hot_regions:110,0x5ebda5d68fb0,8
500.perlbench_r/1,1/super_hot_regions:110,0x5ebda5d68fbb,0

500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d6670e,16
500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d66713,0
500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d6671a,0
500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d66718,0
500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d66721,0
500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d6673b,0
500.perlbench_r/1,1/super_hot_regions:119,0x5ebda5d66724,0

500.perlbench_r/1,1/super_hot_regions:12,0x5ebda5d75e83,8
500.perlbench_r/1,1/super_hot_regions:12,0x5ebda5d75e87,0

500.perlbench_r/1,1/super_hot_regions:122,0x5ebda5d73b58,8
500.perlbench_r/1,1/super_hot_regions:122,0x5ebda5d73b5c,0

500.perlbench_r/1,1/super_hot_regions:129,0x5ebda5d1867f,16
500.perlbench_r/1,1/super_hot_regions:129,0x5ebda5d1868d,0

500.perlbench_r/1,1/super_hot_regions:13,0x5ebda5d75e8a,8
500.perlbench_r/1,1/super_hot_regions:13,0x5ebda5d75e8c,0

500.perlbench_r/1,1/super_hot_regions:130,0x5ebda5d18678,32
500.perlbench_r/1,1/super_hot_regions:130,0x5ebda5d18694,0
500.perlbench_r/1,1/super_hot_regions:130,0x5ebda5d1869f,0
500.perlbench_r/1,1/super_hot_regions:130,0x5ebda5d186a3,0
500.perlbench_r/1,1/super_hot_regions:130,0x5ebda5d186a7,0

500.perlbench_r/1,1/super_hot_regions:131,0x5ebda5d186b2,8
500.perlbench_r/1,1/super_hot_regions:131,0x5ebda5d186b6,0

500.perlbench_r/1,1/super_hot_regions:134,0x5ebda5d186dd,16
500.perlbench_r/1,1/super_hot_regions:134,0x5ebda5d186e4,0

500.perlbench_r/1,1/super_hot_regions:15,0x5ebda5d75ed5,16
500.perlbench_r/1,1/super_hot_regions:15,0x5ebda5d75ed9,0

500.perlbench_r/1,1/super_hot_regions:17,0x5ebda5d75ebf,8
500.perlbench_r/1,1/super_hot_regions:17,0x5ebda5d75ec1,0

500.perlbench_r/1,1/super_hot_regions:2,0x5ebda5d65e54,16
500.perlbench_r/1,1/super_hot_regions:2,0x5ebda5d65e5d,0

500.perlbench_r/1,1/super_hot_regions:27,0x5ebda5d752a2,8
500.perlbench_r/1,1/super_hot_regions:27,0x5ebda5d752ac,0

500.perlbench_r/1,1/super_hot_regions:28,0x5ebda5d752b0,8
500.perlbench_r/1,1/super_hot_regions:28,0x5ebda5d752b3,0

500.perlbench_r/1,1/super_hot_regions:29,0x5ebda5d75294,16
500.perlbench_r/1,1/super_hot_regions:29,0x5ebda5d752b9,0

500.perlbench_r/1,1/super_hot_regions:3,0x5ebda5d65e59,8
500.perlbench_r/1,1/super_hot_regions:3,0x5ebda5d65e5f,0
500.perlbench_r/1,1/super_hot_regions:3,0x5ebda5d65e62,0

500.perlbench_r/1,1/super_hot_regions:33,0x5ebda5d7614e,8
500.perlbench_r/1,1/super_hot_regions:33,0x5ebda5d76150,0

500.perlbench_r/1,1/super_hot_regions:35,0x5ebda5dc7520,16
500.perlbench_r/1,1/super_hot_regions:35,0x5ebda5dc7527,0

500.perlbench_r/1,1/super_hot_regions:39,0x5ebda5d65cbb,16
500.perlbench_r/1,1/super_hot_regions:39,0x5ebda5d65cc6,0

500.perlbench_r/1,1/super_hot_regions:40,0x5ebda5d65ccd,24
500.perlbench_r/1,1/super_hot_regions:40,0x5ebda5d65cd6,0
500.perlbench_r/1,1/super_hot_regions:40,0x5ebda5d65cd9,0

500.perlbench_r/1,1/super_hot_regions:42,0x5ebda5d65cf0,8
500.perlbench_r/1,1/super_hot_regions:42,0x5ebda5d65cf3,0

500.perlbench_r/1,1/super_hot_regions:43,0x5ebda5d65d1f,8
500.perlbench_r/1,1/super_hot_regions:43,0x5ebda5d65d22,0
500.perlbench_r/1,1/super_hot_regions:43,0x5ebda5d65d27,0
500.perlbench_r/1,1/super_hot_regions:43,0x5ebda5d65d29,0
500.perlbench_r/1,1/super_hot_regions:43,0x5ebda5d65d2c,0

502.gcc_r/1,1/super_hot_regions:107,0x5a2e8f91de17,16
502.gcc_r/1,1/super_hot_regions:107,0x5a2e8f91de1b,0
502.gcc_r/1,1/super_hot_regions:107,0x5a2e8f91de22,0
502.gcc_r/1,1/super_hot_regions:107,0x5a2e8f91de26,0

502.gcc_r/1,1/super_hot_regions:109,0x5a2e8f91dddb,16
502.gcc_r/1,1/super_hot_regions:109,0x5a2e8f91dde1,0
502.gcc_r/1,1/super_hot_regions:109,0x5a2e8f91dde4,0

