bench,src,pc,latency
508.namd_r/1,1/super_hot_regions:8,0x5826d152c720,4
508.namd_r/1,1/super_hot_regions:8,0x5826d152c724,0
508.namd_r/1,1/super_hot_regions:8,0x5826d152c72d,0
508.namd_r/1,1/super_hot_regions:8,0x5826d152c731,0
508.namd_r/1,1/super_hot_regions:8,0x5826d152c741,0
508.namd_r/1,1/super_hot_regions:8,0x5826d152c756,0
508.namd_r/1,1/super_hot_regions:8,0x5826d152c784,0

627.cam4_s/1,1/super_hot_regions:7,0x60348ed86b25,1
627.cam4_s/1,1/super_hot_regions:7,0x60348ed86b29,0

503.bwaves_r/3,3/super_hot_regions:23,0x7f367c4cd94e,1
503.bwaves_r/3,3/super_hot_regions:23,0x7f367c4cda13,0

508.namd_r/1,1/super_hot_regions:30,0x5826d152c501,4
508.namd_r/1,1/super_hot_regions:30,0x5826d152c505,0
508.namd_r/1,1/super_hot_regions:30,0x5826d152c50e,0
508.namd_r/1,1/super_hot_regions:30,0x5826d152c512,0
508.namd_r/1,1/super_hot_regions:30,0x5826d152c523,0
508.namd_r/1,1/super_hot_regions:30,0x5826d152c538,0
508.namd_r/1,1/super_hot_regions:30,0x5826d152c54f,0

508.namd_r/1,1/super_hot_regions:31,0x5826d152c50a,4
508.namd_r/1,1/super_hot_regions:31,0x5826d152c516,0
508.namd_r/1,1/super_hot_regions:31,0x5826d152c51a,0
508.namd_r/1,1/super_hot_regions:31,0x5826d152c52d,0
508.namd_r/1,1/super_hot_regions:31,0x5826d152c54b,0
508.namd_r/1,1/super_hot_regions:31,0x5826d152c557,0

621.wrf_s/1,1/super_hot_regions:16,0x7d84495571c2,1
621.wrf_s/1,1/super_hot_regions:16,0x7d84495571c6,0
621.wrf_s/1,1/super_hot_regions:16,0x7d84495571ca,0

508.namd_r/1,1/super_hot_regions:46,0x5826d15329e0,4
508.namd_r/1,1/super_hot_regions:46,0x5826d15329e4,0
508.namd_r/1,1/super_hot_regions:46,0x5826d15329ed,0
508.namd_r/1,1/super_hot_regions:46,0x5826d15329f1,0
508.namd_r/1,1/super_hot_regions:46,0x5826d1532a01,0
508.namd_r/1,1/super_hot_regions:46,0x5826d1532a16,0
508.namd_r/1,1/super_hot_regions:46,0x5826d1532a44,0

508.namd_r/1,1/super_hot_regions:52,0x5826d1554938,4
508.namd_r/1,1/super_hot_regions:52,0x5826d155493c,0
508.namd_r/1,1/super_hot_regions:52,0x5826d1554945,0
508.namd_r/1,1/super_hot_regions:52,0x5826d1554949,0
508.namd_r/1,1/super_hot_regions:52,0x5826d1554959,0
508.namd_r/1,1/super_hot_regions:52,0x5826d155496e,0
508.namd_r/1,1/super_hot_regions:52,0x5826d155499b,0

510.parest_r/1,1/super_hot_regions:34,0x61e49ab37bd0,1
510.parest_r/1,1/super_hot_regions:34,0x61e49ab37bd6,0

521.wrf_r/1,1/super_hot_regions:21,0x7bb9aaf571c2,1
521.wrf_r/1,1/super_hot_regions:21,0x7bb9aaf571c6,0
521.wrf_r/1,1/super_hot_regions:21,0x7bb9aaf571ca,0

503.bwaves_r/2,2/super_hot_regions:36,0x7fb85bb0594e,1
503.bwaves_r/2,2/super_hot_regions:36,0x7fb85bb05a13,0

508.namd_r/1,1/super_hot_regions:58,0x5826d155b080,4
508.namd_r/1,1/super_hot_regions:58,0x5826d155b084,0
508.namd_r/1,1/super_hot_regions:58,0x5826d155b08d,0
508.namd_r/1,1/super_hot_regions:58,0x5826d155b091,0
508.namd_r/1,1/super_hot_regions:58,0x5826d155b0a1,0
508.namd_r/1,1/super_hot_regions:58,0x5826d155b0b6,0
508.namd_r/1,1/super_hot_regions:58,0x5826d155b0e4,0

508.namd_r/1,1/super_hot_regions:75,0x5826d1558010,4
508.namd_r/1,1/super_hot_regions:75,0x5826d1558014,0
508.namd_r/1,1/super_hot_regions:75,0x5826d155801c,0
508.namd_r/1,1/super_hot_regions:75,0x5826d1558020,0
508.namd_r/1,1/super_hot_regions:75,0x5826d1558030,0
508.namd_r/1,1/super_hot_regions:75,0x5826d1558045,0
508.namd_r/1,1/super_hot_regions:75,0x5826d1558073,0

503.bwaves_r/1,1/super_hot_regions:40,0x7f44ac6c394e,1
503.bwaves_r/1,1/super_hot_regions:40,0x7f44ac6c3a13,0

508.namd_r/1,1/super_hot_regions:82,0x5826d15427e9,4
508.namd_r/1,1/super_hot_regions:82,0x5826d15427f1,0
508.namd_r/1,1/super_hot_regions:82,0x5826d15427f5,0
508.namd_r/1,1/super_hot_regions:82,0x5826d1542801,0
508.namd_r/1,1/super_hot_regions:82,0x5826d154280a,0
508.namd_r/1,1/super_hot_regions:82,0x5826d154281e,0
508.namd_r/1,1/super_hot_regions:82,0x5826d1542839,0

525.x264_r/3,3/super_hot_regions:50,0x56c83e9b11f1,1
525.x264_r/3,3/super_hot_regions:50,0x56c83e9b1200,0

625.x264_s/3,3/super_hot_regions:50,0x63b8bf9fa1f1,1
625.x264_s/3,3/super_hot_regions:50,0x63b8bf9fa200,0

625.x264_s/1,1/super_hot_regions:63,0x5b5b15ecd1f1,1
625.x264_s/1,1/super_hot_regions:63,0x5b5b15ecd200,0

508.namd_r/1,1/super_hot_regions:90,0x5826d153f130,4
508.namd_r/1,1/super_hot_regions:90,0x5826d153f138,0
508.namd_r/1,1/super_hot_regions:90,0x5826d153f13c,0
508.namd_r/1,1/super_hot_regions:90,0x5826d153f148,0
508.namd_r/1,1/super_hot_regions:90,0x5826d153f151,0
508.namd_r/1,1/super_hot_regions:90,0x5826d153f167,0
508.namd_r/1,1/super_hot_regions:90,0x5826d153f182,0

525.x264_r/1,1/super_hot_regions:65,0x560e964811f1,1
525.x264_r/1,1/super_hot_regions:65,0x560e96481200,0

657.xz_s/2,2/super_hot_regions:45,0x58fa710af14d,1
657.xz_s/2,2/super_hot_regions:45,0x58fa710af150,0

505.mcf_r/1,1/super_hot_regions:38,0x61d4948ec990,1
505.mcf_r/1,1/super_hot_regions:38,0x61d4948ec994,0

508.namd_r/1,1/super_hot_regions:108,0x5826d152f718,4
508.namd_r/1,1/super_hot_regions:108,0x5826d152f71c,0
508.namd_r/1,1/super_hot_regions:108,0x5826d152f724,0
508.namd_r/1,1/super_hot_regions:108,0x5826d152f728,0
508.namd_r/1,1/super_hot_regions:108,0x5826d152f737,0
508.namd_r/1,1/super_hot_regions:108,0x5826d152f74c,0
508.namd_r/1,1/super_hot_regions:108,0x5826d152f779,0

503.bwaves_r/4,4/super_hot_regions:51,0x73a5fce4d94e,1
503.bwaves_r/4,4/super_hot_regions:51,0x73a5fce4da13,0

523.xalancbmk_r/1,1/super_hot_regions:33,0x57a6e2b7df2a,1
523.xalancbmk_r/1,1/super_hot_regions:33,0x57a6e2b7df2d,0

525.x264_r/2,2/super_hot_regions:60,0x56c92ffea1f1,1
525.x264_r/2,2/super_hot_regions:60,0x56c92ffea200,0

557.xz_r/1,1/super_hot_regions:48,0x5c92f1c9514d,1
557.xz_r/1,1/super_hot_regions:48,0x5c92f1c95150,0

625.x264_s/2,2/super_hot_regions:60,0x577f79d8e1f1,1
625.x264_s/2,2/super_hot_regions:60,0x577f79d8e200,0

508.namd_r/1,1/super_hot_regions:138,0x5826d153fbab,4
508.namd_r/1,1/super_hot_regions:138,0x5826d153fbd4,0
508.namd_r/1,1/super_hot_regions:138,0x5826d153fbfe,0
508.namd_r/1,1/super_hot_regions:138,0x5826d153fc3a,0
508.namd_r/1,1/super_hot_regions:138,0x5826d153fc61,0
508.namd_r/1,1/super_hot_regions:138,0x5826d153fc81,0

538.imagick_r/1,1/super_hot_regions:45,0x633a6b2e0c1c,1
538.imagick_r/1,1/super_hot_regions:45,0x633a6b2e0c1f,0

557.xz_r/3,3/super_hot_regions:56,0x5b74f5e7814d,1
557.xz_r/3,3/super_hot_regions:56,0x5b74f5e78150,0

510.parest_r/1,1/super_hot_regions:61,0x61e49ab37b91,1
510.parest_r/1,1/super_hot_regions:61,0x61e49ab37b94,0

531.deepsjeng_r/1,1/super_hot_regions:74,0x6224487b94e9,1
531.deepsjeng_r/1,1/super_hot_regions:74,0x6224487b94ec,0

508.namd_r/1,1/super_hot_regions:153,0x5826d15327bd,4
508.namd_r/1,1/super_hot_regions:153,0x5826d15327c1,0
508.namd_r/1,1/super_hot_regions:153,0x5826d15327ca,0
508.namd_r/1,1/super_hot_regions:153,0x5826d15327ce,0
508.namd_r/1,1/super_hot_regions:153,0x5826d15327df,0
508.namd_r/1,1/super_hot_regions:153,0x5826d15327f3,0
508.namd_r/1,1/super_hot_regions:153,0x5826d153280b,0

508.namd_r/1,1/super_hot_regions:154,0x5826d15327c5,4
508.namd_r/1,1/super_hot_regions:154,0x5826d15327d2,0
508.namd_r/1,1/super_hot_regions:154,0x5826d15327d7,0
508.namd_r/1,1/super_hot_regions:154,0x5826d15327e8,0
508.namd_r/1,1/super_hot_regions:154,0x5826d1532806,0
508.namd_r/1,1/super_hot_regions:154,0x5826d1532813,0

627.cam4_s/1,1/super_hot_regions:53,0x7935f452494e,1
627.cam4_s/1,1/super_hot_regions:53,0x7935f4524a13,0

623.xalancbmk_s/1,1/super_hot_regions:44,0x57e58499cf2a,1
623.xalancbmk_s/1,1/super_hot_regions:44,0x57e58499cf2d,0

525.x264_r/2,2/super_hot_regions:88,0x56c92ffe4478,1
525.x264_r/2,2/super_hot_regions:88,0x56c92ffe44b4,0

557.xz_r/2,2/super_hot_regions:67,0x5c02260f214d,1
557.xz_r/2,2/super_hot_regions:67,0x5c02260f2150,0

625.x264_s/2,2/super_hot_regions:88,0x577f79d88478,1
625.x264_s/2,2/super_hot_regions:88,0x577f79d884b4,0

508.namd_r/1,1/super_hot_regions:165,0x5826d156b609,4
508.namd_r/1,1/super_hot_regions:165,0x5826d156b60d,0
508.namd_r/1,1/super_hot_regions:165,0x5826d156b617,0
508.namd_r/1,1/super_hot_regions:165,0x5826d156b624,0
508.namd_r/1,1/super_hot_regions:165,0x5826d156b62c,0
508.namd_r/1,1/super_hot_regions:165,0x5826d156b640,0
508.namd_r/1,1/super_hot_regions:165,0x5826d156b65b,0

623.xalancbmk_s/1,1/super_hot_regions:48,0x57e58499ceaa,1
623.xalancbmk_s/1,1/super_hot_regions:48,0x57e58499cead,0

654.roms_s/1,1/super_hot_regions:76,0x77ba1252d94e,1
654.roms_s/1,1/super_hot_regions:76,0x77ba1252da13,0

525.x264_r/3,3/super_hot_regions:91,0x56c83e9ab478,1
525.x264_r/3,3/super_hot_regions:91,0x56c83e9ab4b4,0

625.x264_s/3,3/super_hot_regions:91,0x63b8bf9f4478,1
625.x264_s/3,3/super_hot_regions:91,0x63b8bf9f44b4,0

557.xz_r/1,1/super_hot_regions:85,0x5c92f1c90b5a,1
557.xz_r/1,1/super_hot_regions:85,0x5c92f1c90b5f,0

657.xz_s/1,1/super_hot_regions:100,0x609e9ee3014d,1
657.xz_s/1,1/super_hot_regions:100,0x609e9ee30150,0

605.mcf_s/1,1/super_hot_regions:77,0x5a81905e3990,1
605.mcf_s/1,1/super_hot_regions:77,0x5a81905e3994,0

502.gcc_r/3,3/super_hot_regions:61,0x5b35c687f6da,1
502.gcc_r/3,3/super_hot_regions:61,0x5b35c687f6dd,0

508.namd_r/1,1/super_hot_regions:177,0x5826d155ae7b,4
508.namd_r/1,1/super_hot_regions:177,0x5826d155ae7f,0
508.namd_r/1,1/super_hot_regions:177,0x5826d155ae88,0
508.namd_r/1,1/super_hot_regions:177,0x5826d155ae8c,0
508.namd_r/1,1/super_hot_regions:177,0x5826d155ae9d,0
508.namd_r/1,1/super_hot_regions:177,0x5826d155aeb2,0
508.namd_r/1,1/super_hot_regions:177,0x5826d155aec9,0

508.namd_r/1,1/super_hot_regions:178,0x5826d155ae84,4
508.namd_r/1,1/super_hot_regions:178,0x5826d155ae90,0
508.namd_r/1,1/super_hot_regions:178,0x5826d155ae94,0
508.namd_r/1,1/super_hot_regions:178,0x5826d155aea7,0
508.namd_r/1,1/super_hot_regions:178,0x5826d155aec5,0
508.namd_r/1,1/super_hot_regions:178,0x5826d155aed1,0

508.namd_r/1,1/super_hot_regions:181,0x5826d1554707,4
508.namd_r/1,1/super_hot_regions:181,0x5826d155470b,0
508.namd_r/1,1/super_hot_regions:181,0x5826d1554714,0
508.namd_r/1,1/super_hot_regions:181,0x5826d1554718,0
508.namd_r/1,1/super_hot_regions:181,0x5826d1554729,0
508.namd_r/1,1/super_hot_regions:181,0x5826d155473e,0
508.namd_r/1,1/super_hot_regions:181,0x5826d1554755,0

